,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,min_salary,max_salary,avg_salary,Company_name_text,State,Age of company,python_y,sql_y,aws_y,spark_y,tableau_y,excel_y,r_studio_y,power_bi_y,desc_len,seniority
733,Data Analyst,$44K-$81K (Glassdoor est.),"Barbaricum supports government clients with Integrated Communications, Mission Support, and Cyber Security/Intelligence. Our passion is innovation and we are committed to client value and effective technical solutions. We are an ISO 9001:2015-certified and CMMI Level 3 appraised, Service-Disabled Veteran-Owned Small Business (SDVOSB) located in Washington, DC. Our mission is to transform the ways the U.S. Government approaches problem sets of increasing complexity by delivering innovative solutions, particularly in support of National Security missions.
Barbaricum is one of the fastest-growing companies in our market. The company is routinely recognized by institutions like Inc. Magazine, GovCon, AMEC, PRSA, and SmartCEO for corporate growth, capabilities, and award-winning client work. Our team is dynamic and agile, providing global support to current missions across five continents. We are also focused on developing and maintaining our vibrant corporate culture, having been recently named one of the best places to work by Inc. Magazine.

Barbaricum is seeking a Data Analyst to provide support to a contract with the Department of Defense Office of Inspector General (DoDOIG). The ideal candidate will be a self-starter with a strong initiative and work ethic to deliver solutions in an efficient and consistent manner to the customer. The Data Analyst will leverage knowledge of CRM platforms and/or programs similar to a HR Information System (HRIS) to customize and create CRM entities to further project management efforts across the DoDOIG enterprise.
Responsibilities
Write new database requirements for development, modification to tables, and forms within the system.
Customize and create CRM entities and solutions.
Provide programming, technical and administrative support to make changes in appearance and functionality of software programs that house workforce management programs.
Assist with data queries, cleanup, and database maintenance to ensure data integrity and reliability consistent with Government Accountability Office guidelines, and OIG standards.
Developing complex queries in support of requests.
Develop and execute complex custom queries.
Develop and validate queries for the successful extraction of data from source systems.
Assist in creating searchable databases that meet the needs of stakeholders and ability to conduct ad hoc queries of the reports.
Review results of queries and resolves data discrepancies.
Respond to user questions and concerns regarding database issues.
Engage with the Office of Strategy, Planning and Innovation (SPI) to recommend system changes or enhancements for the development and modification of tables and forms within the database.
Interpret complex data results and communicate orally and in writing to non-technical users such as headquarters managers and other personnel.
Responsible for testing new functionality deployed and for facilitating user adoption through supporting training and other communications.
In partnership with functional owners, work to understand specific business needs, evaluates the effectiveness with which those needs are being met, and identifies opportunities for increased efficiencies.
Write functional requirement and technical specifications, present proposals, create process documents, and develop solutions for functional owners.
Create testing plans and test scenarios / use cases for end-users for deployment of new functionality.
Support management of user-acceptance testing.
Develop and maintains detailed technical documentation in support of new or existing systems.
Qualifications
Active DoD Secret Clearance required
Experience with Microsoft Dynamics CRM strongly desired
Experience supporting project management efforts within a government agency
Experience coordinating and launching software projects/ rollouts
Strong capabilities in test script development, functional analysis, coordination of user acceptance and sign-off, business process improvement, fit/gap analysis, requirements documentation, and presentation of options and solutions facilitation
Additional Information

For more information about Barbaricum, please visit our website at www.barbaricum.com. We will contact candidates directly to schedule interviews. No phone calls please.",4.9,"Barbaricum
4.9","Alexandria, VA",-1,51 to 200 Employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,44000,81000,62500.0,Barbaricum,VA,12,0,0,0,0,0,0,0,0,4290,na
734,Data Analyst,$34K-$62K (Glassdoor est.),"Job Title: Data Analyst
Status:Full-time
Location: Alexandria, VA
Division: Finance & Administration

Islamic Relief USA is a highly respected international humanitarian relief and development organization. The Database Analyst will maintain data storage; assess database design; and gather, organize, and interpret statistical information based on the data in the database.

Essential Duties and Responsibilities:

Oversees database development and modification efforts.
Designs and implements secure, efficient, and accurate databases.
Maintains current and accurate knowledge of data storage and management best practices.
Ensures that databases are designed to meet specifications and requirements at the lowest possible costs.
Ensures that database projects are completed on time and within estimated costs.
Develops and maintains documentation and standards.
Identifies and resolves production and/or applications development problems related to the use of the database management system software or utilities.
Gathers, organizes, and interprets statistical data from the database to provide reports to, and answer questions from, upper management.
Performs other related duties as assigned.

Qualifications and Competencies:

Excellent verbal and written communication skills.
Proficient in Microsoft Office Suite or related software.
Excellent organizational skills and attention to detail.
Understanding of computer languages used within database.
Understanding of database design and construction.
Bachelor’s degree in Business Administration, Statistics, Mathematics, Accounting, or Computer Science or equivalent work experience required.
At least one-year experience in Data Processing.

Islamic Relief USA is committed to taking a zero tolerance approach, which means acting on every allegation in line with agreed procedures. IRUSA representatives must adhere to the organizational values: Sincerity, Excellence, Compassion, Social Justice, and Custodianship. In accordance with these values, IRUSA operates and enforces policies on Child Protection, Preventing Sexual Exploitation and Abuse, Code of Conduct, and Anti-Harassment.",3.8,"Islamic Relief USA
3.8","Alexandria, VA",-1,51 to 200 Employees,1993,Nonprofit Organization,Religious Organizations,Non-Profit,$100 to $500 million (USD),-1,0,34000,62000,48000.0,Islamic Relief USA,VA,27,0,0,0,0,0,1,0,0,2145,na
735,Oracle Data Analysts,$36K-$69K (Glassdoor est.),"Job Title : Oracle Data Analysts
Location: New York City, NY.

Must have Healthcare experience:
Bachelor's degree with 8+ years of work experience in data analysis and visualization.
Experience in preparing and conducting extensive business analysis and studies, process
assessments, data analysis and cost benefit analysis in an effort to support data driven strategies.
Minimum 4 years of experience working with healthcare data and helping businesses make better data driven decisions.
Minimum 4 years of strong troubleshooting and problem-solving skills
Experience with various data platforms.
Proficiency in PL/SQL coding with ETL
Willingness to participate in team oncall rotation, and perform off hours work as needed.

Central Business Solutions, Inc,
37600 Central Ct.
Suite #214
Newark, CA 94560.",3.0,"Central Business Solutions, Inc
3.0","New York, NY",-1,51 to 200 Employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0,36000,69000,52500.0,"Central Business Solutions, Inc",NY,-1,0,1,0,0,0,0,0,0,806,na
736,Research Data Analyst,$41K-$72K (Glassdoor est.),"JOB DESCRIPTION AND POSITION REQUIREMENTS:

The Department of Ecosystem Science and Management at The Pennsylvania State University is seeking a temporary Research Data Analyst.

Responsibilities include: analyzing environmental data, numerical modeling, and/or scientific writing.

This is a part-time, fixed-term, temporary position from January through September 2020. A graduate degree in environmental sciences, information technology, or related field is expected. Experience with synthesizing data from multiple sources, performing statistical programming, developing visual representations, applying watershed models, and/or writing scientific publications is desired.

To apply, provide a cover letter and CV. In your cover letter, suggest the number of hours per week you`d have available to work on the project, and your general availability. Multiple part-time hires are possible.

CAMPUS SECURITY CRIME STATISTICS:

Pursuant to the Jeanne Clery Disclosure of Campus Security Policy and Campus Crime Statistics Act and the Pennsylvania Act of 1988, Penn State publishes a combined Annual Security and Annual Fire Safety Report (ASR). The ASR includes crime statistics and institutional policies concerning campus security, such as those concerning alcohol and drug use, crime prevention, the reporting of crimes, sexual assault, and other matters. The ASR is available for review here .

EEO is the Law

Penn State is an equal opportunity, affirmative action employer, and is committed to providing employment opportunities to all qualified applications without regards to race, color, religion, age, sex, sexual orientation, gender identify, national origin, disability or protected veteran status. If you are unable to use our online application process due to an impairment or disability, please contact 814-865-1473.

University Park, PA",4.2,"Penn State University
4.2","University Park, PA",-1,10000+ Employees,1855,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),-1,0,41000,72000,56500.0,Penn State University,PA,165,0,0,0,0,0,0,0,0,1853,na
737,Data Analyst,$38K-$69K (Glassdoor est.),"We are pioneers. We were the first to break the sound barrier and to design the first functional jetpack. We were aboard NASA’s first lunar mission and brought advanced tiltrotor systems to market. Today, we are defining the future of on-demand mobility. At Bell, we are proud to work for an iconic company with superb talent, rapidly creating novel and coveted vertical lift experiences.

Bell in Fort Worth, TX has openings for Data Analysts for the Supply Chain to support advanced analytics.

We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. As a Data Analyst you will help define the next generation of Data & Analytics solutions to be used byBells employees, partners and customers. You should be comfortable collaborating in a fast-paced environment, contributing to innovative solutions, while demonstrating a strong technical competence and the ability to work within a team.

As a Data Analyst, you will be tasked with using business analytics for 1) Descriptive Analytics, 2) Predictive Analytics and 3) Prescriptive Analytics for Bell’s supply chain needs.

On any given day you will be challenged on three types of work – Supply Chain Innovation, Supply Chain Business Intelligence and Supply Chain Data Management:
SCM Innovation
Build well-managed data solutions, tools, and capabilities to enable self-service frameworks for data consumers
Demonstrate ability to explore and quickly grasp new technologies to progress varied initiatives
SCM Business Intelligence
Partner with the business to provide consultancy and translate the business needs to design and develop tools, analytics, metrics, and dashboards for insights and data visualization
Document requirements using process flow diagrams and related specification documents, write user stories and acceptance criteria and review test cases and design documents
Data Management
Drive an understanding and adherence to the principles of data quality management
Work collaboratively with appropriate Tech teams to manage security mechanisms and data access governance
Build and execute tools to monitor and report on data quality
Education Requirements:
Bachelor's Degree in Supply Chain, Computer Science, Information Systems - or similar discipline
Position Requirements:
Understand Supply Chain principles, including Bell’s (defense industry - government compliance) and supplier contractual obligations.
Collaborates with the Information Owners, Data Stewards and Business Analysts to roll out new capabilities and support data governance initiatives
Adheres to the various project management guidelines and drives toward achieving required project milestones
At least 2 years of experience in creating both tactical and strategic complex mathematical business models using multiple data sources
At least 2 years of experience in at least one scripting language; SQL, Python, R, C#, etc.
At least 2 year of experience in querying and analyzing and working with data languages and platforms
At least 1 year of experience working with Agile development methodologies
Must have work experience in Power BI including Power Queries
The successful person in the role will also have:
Strong communications skills to both technical and non-technical audiences.
Quickly grasps new concepts when faced with unfamiliar tasks.
Good organizational, multi-tasking, and time management skills.
Ability to work independently and as a collaborative team member.
Strong analytical and problem-solving skills.
Preferred Skills, Certifications and Work Experience:
SQL Server, QlikView and Microsoft Visio
C.P.M. / C.P.I.M., ITIL and/or Agile/Scrum certifications
Advanced Data Analytics / Data Science certifications
* This position requires use of information which is subject to the International Traffic in Arms Regulations (ITAR) and/or the Export Administration Regulations (EAR)., Non-U.S. persons selected must meet eligibility requirements for access to export-restricted information. The ITAR/EAR defines a U.S. person as a U.S. Citizen, U.S. Permanent Resident (i.e. 'Green Card Holder'), Political Asylee, or Refugee.

Don’t miss the chance to join a diverse, inclusive environment where you feel a sense of belonging. As a member of our global workforce, you will collaborate with dedicated, enthusiastic teams where unique experiences, backgrounds and ideas combined with a strong passion for our products take us above and beyond flight.

Textron Domestic Relocation Assistance policy is in effect / applies for this position for candidates who qualify.",3.3,"Textron
3.3","Fort Worth, TX",-1,10000+ Employees,1923,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,38000,69000,53500.0,Textron,TX,97,1,1,0,0,0,0,0,1,4696,na
738,"Senior Data Quality Analyst, Cyber Risk",$52K-$90K (Glassdoor est.),"Our
professionals balance analytical skills, deep market insight and independence
to deliver solid, defensible analysis and practical advice to our clients. As
an organization, we value the diverse backgrounds and perspectives that enable
us to think globally. We create transparency in an opaque world, and we
encourage our people to do the same. That means when you join our team, youll
become part of a supportive and collaborative work environment that empowers
you to excel. If youre ready to share your perspective with the world, then
you can make a real impact here. This is the Duff & Phelps difference.

Kroll, a division of Duff & Phelps and part
of the Governance, Risk, Investigations and Disputes business unit, is the
leading global provider of risk solutions. For more than 45 years, Kroll has
helped clients make confident risk management decisions about people, assets,
operations and security through a wide range of investigations, cyber security,
due diligence and compliance, physical and operational security, and data and
information management services.

Krolls Cyber Risk team works on over 2,000 cases
a year, including some of the most complex and highest profile matters in the
world. With experts based around the world, supported by ground-breaking
technology, we help protect our clients data, people, operations and
reputation with innovative assessments, investigations and intelligence. We are
the only company in the world with the expertise and resources to deliver
global, end-to-end cyber risk management, supporting organizations through
every step of their journey toward cyber resilience. Our breach notification and identity theft
teams have facilitated the response for thousands of breaches across the world
impacting over 500 million individuals. Our customized services include
notification, call center, and identity monitoring and restoration solutions.

The Senior Data Quality Analyst is supporting the
lifecycle of data breach response services including data file process and
email campaign management. In addition,
this position serves as a member of the operations team working with
cross-functional teams to maintain a source of all service delivery
communications for the practice.

At Duff & Phelps, your work will help protect, restore and
maximize value for our clients. Join us and together well maximize the value
of your career.

RESPONSIBILITIES:

Analyze and accurately format
large sets of data to ensure successful processing and integration with
Krolls internal systems and administrator/partner systems
Cross-train and provide
coverage for the print production department
Initiate email campaign setup
and ongoing management
Maintain file tracking systems
and conduct routine audits to ensure data processing integrity of data
provided by Kroll clients
Measure impact of content
through data collection; generate reports; use data and research to improve
content
Maintain file tracking systems
and conduct routine audits to ensure data processing integrity of data
provided by Kroll clients
Analyze error logs related to
Krolls internal systems that feed Kroll and client databases to assist in
recognizing trends that may cause errors and recommend possible solutions.
Perform daily, weekly and/or monthly reporting tasks for Senior Management
Perform client and billing
setup within Krolls proprietary web-based systems
Complete all tasks with a high
degree of accuracy and efficiency


FUNCTIONAL AREA SKILLS/KNOWLEDGE:

Strong
listening skills with an ability to translate client needs into actionable
steps.
Proactively
communicate with all appropriate stakeholders regarding the client
engagement.
Know
and understand the internal processes within Kroll in order to educate the
client on our processes, timelines and outcomes that affect their
business.
Maintain
a professional demeanor throughout all client interactions and when
communicating with Kroll colleagues.
Represent
Krolls products and services clearly, concisely, accurately and with a
high level of integrity.
Establish
and maintain documentation to ensure timely, consistent client contact and
follow up.
Excellent
written and verbal communication skills that help represent diverse
communities
Experience
working with diverse teams


REQUIREMENTS:
Deep expertise with
advanced Excel and data manipulation
Experience in VBA
Scripting
Data cleansing and
data manipulation
Excellent
organizational and decision-making skills with demonstrated ability to
prioritize
A highly motivated
team player and an organized, strategic thinker who is passionate about content
and the industry
Adaptable, fast
learner with an eye for details
Possess exceptional
troubleshooting and problem-solving skills
Be comfortable
working in a fast-paced environment
Be detail and
process oriented with demonstrated excellence in accuracy, service delivery,
time management and prioritization
Education
Bachelors degree or equivalent is preferred although comparable experience
will be considered in lieu of a degree.
Excellent
interpersonal and communication skills (listening, verbal, written)
Must
demonstrate the ability to work collegially and effectively with staff at all levels of the practice
Oral
Communication - Speaks clearly and persuasively in positive or negative
situations; listens and gets clarification; responds well to questions;
participates in meetings.
Written
Communication - Writes clearly and informatively; edits work for spelling and
grammar; varies writing style to meet needs; able to read and interpret written
information


In order to be considered for a position at Duff & Phelps,
you must formally apply via careers.duffandphelps.jobs

Duff
& Phelps is committed to creating an inclusive work environment. We are
proud to be an equal opportunity employer and will consider all qualified
applicants regardless of gender, gender identity, race, religion, color,
nationality, ethnic origin, sexual orientation, marital status, veteran status,
age or disability.

Duff
& Phelps is committed to equal opportunity and diversity, and recruits
people based on merit.",3.1,"Kroll
3.1","Nashville, TN",-1,1001 to 5000 Employees,2004,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,0,52000,90000,71000.0,Kroll,TN,16,0,0,0,0,0,1,0,0,6108,senior
739,Remote Data Analyst,$53K-$95K (Glassdoor est.),"Boecore Inc., has an opportunity for an experienced Data Analyst to join our team supporting the Defense Manpower Data Center (DMDC). This position is based in based in Monterey, CA, but can be a remote position.

Minimum Experience
• Bachelor's degree in Statistics, Mathematics or Computer Science or related discipline.
• Strong SQL experience.
• Mainframe experience or ability to learn Mainframe technology quickly
• Capable of dealing with all levels of management, client executives, and client representatives.
• Ability to organize material and complete writing assignment according to established standards regarding clarity, conciseness, style and terminology.
• Active Secret Clearance

Preferred Experience
• SAS experience or ability to learn SAS in mainframe quickly
• Department of Defense data knowledge or experience.

About Boecore
Boecore is a woman-owned small business focused on providing the Department of Defense with high quality Engineering and Information Technology solutions at both local and national level. Boecore is a proven leader in Software and Systems Engineering, Cyber Solutions and Specialized Mission Operations. We offer a team-based environment where each employee is able to contribute to our success and be a part of our rapid growth. Boecore employees are self-motivated individuals who are recognized and rewarded for their efforts. We offer competitive salaries, comprehensive health and welfare benefits, tuition and training reimbursement, matching 401k program, incentive bonuses and a rewarding work environment with a proven record of success for 20 years. Boecore is committed to hiring and retaining a diverse workforce.

We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, marital status, national origin, age 40 and over, military or veteran status, disability, or any other protected class.",4.5,"Boecore
4.5","Monterey, CA",-1,201 to 500 Employees,2000,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),-1,0,53000,95000,74000.0,Boecore,CA,20,0,1,0,0,0,0,0,0,1987,na
742,"Data Analyst II, Special Education - Research, Assessment & Data",$54K-$96K (Glassdoor est.),"Ref. 975D

TITLE: Data Analyst I, II

REPORTS TO: Assigned Administrator

DEPARTMENT: Research and Assessment

CLASSIFICATION: Classified

FLSA: Exempt

WORK YEAR/HOURS 261 days/7.5 hours

ISSUED: Created: December 2008

SALARY GRADE: I WTCL 53, II WTCL 57

BASIC FUNCTION: Perform a variety of technical duties requiring excellent communication skills; utilize specialized knowledge and independent judgment involving frequent and responsible public contact; assist with data analysis and support activities including implementation of studies and analyses; analyze, program and modify database management systems; independently plan and report on a variety of highly complex statistical research projects.

DISTINGQUISHING CHARACTERISTICS: Data Analyst I performs entry to intermediate level duties under direct supervision. Data Analyst II performs complex advanced level duties with minimal supervision.

REPRESENTATIVE DUTIES: (Incumbents may perform any combination of the essential functions shown below. This position description is not intended to be an exhaustive list of all duties, knowledge, or abilities associated with this classification, but are intended to reflect the principal job elements accurately.)

E = Essential Functions

Respond to and fulfill data requests from school sites and District administrators as directed and provide follow-up and subsequent support as requested. E

Compile and process information from a variety of sources including the District’s data systems and external data systems to E fulfill requests. Review research reports prepared utilizing District data. E

Work with the District’s technical staff to obtain, maintain, clean, and process data retrieved from the student information system, data contained on the District’s data portal, human resources data, and other relevant facts. E

Focus on customer service and provide results-oriented, time-saving value to customers. E

Serve as trusted resource to District administrators and facilitate communication throughout the District. E

Provide training on data analysis, data systems and appropriate use of data to District staff. E Identify and communicate information to sites and departments. E

Develop, edit, and report District assessment data. E

Develop response sheets and reports using the assessment management system. E

Document and distribute information regarding data inconsistencies, errors and changes in variable definitions or coding that are discovered in the course of completing requests and communicate data deficiencies with Technical Services, RA&A staff E and data requestors, as appropriate. (II only)

Provide technical advice on data analysis and research methodologies as needed. E (II only)

Develop, design and write necessary programs and documentation for database systems and determine appropriate content E and format of data to support report design. (II only)

Perform related duties as assigned.

MINIMUM QUALIFICATIONS

TRAINING, EDUCATION AND EXPERIENCE: Data Analyst I: Any combination of education, training and/or experience equivalent to: bachelor’s degree and two years of training or experience in research, analysis and report preparation. Data Analyst II: Any combination of education, training and/or experience equivalent to: bachelor’s degree and four years of training or experience in research, analysis and report preparation.

LICENSES AND OTHER REQUIREMENTS: Valid California Driver’s License Employment eligibility will include fingerprints, tuberculosis and/or other employment clearance

KNOWLEDGE AND ABILITIES

KNOWLEDGE OF: Technical data support services Research techniques Correct English usage, grammar, spelling, and punctuation Interpersonal skills using tact, patience and courtesy Good communication skills and techniques District policies, applicable sections of the State Education Code and other laws and regulations Collection and organization of information including electronic data Methods to interpret apply and explain rules, regulations, policies, and procedures Computer software, hardware, and related technology Database and statistical software (II only)

ABILITY TO: Perform a variety of technical duties involving specialized knowledge and independent judgment. Prioritize responsibilities to provide timely support to schools and departments in using a broad range of tools and other applications Communicate clearly Understand and interpret District and other rules, policies and procedures Understand and follow oral and written directions in English Work independently Work with computer software, hardware, and related technology Meet schedules and time lines Maintain records Analyze situations accurately and take appropriate action Work cooperatively with others Complete work accurately despite many interruptions Organize, coordinate and prioritize a large volume of activities, programs and services Present professional development programs and techniques Prepare comprehensive narrative and statistical reports (II only)

WORKING CONDITIONS

ENVIRONMENT: Office environment; fast-paced work, traveling to conduct District business, constant interruptions

PHYSICAL REQUIREMENTS: Dexterity of hands and fingers to operate a computer keyboard; sitting or standing for extended periods of time; hearing and speaking to exchange information and make presentations; seeing to read, write and use the computer; kneeling and bending at the waist, reaching overhead, above the shoulders and horizontally; lifting moderately heavy objects.

NON-DISCRIMINATION POLICY:

The Oakland Unified School District does not discriminate in any program, activity, or in employment on the basis of actual or perceived race, religion, color, national origin, ancestry, age, marital status, pregnancy, physical or mental disability, medical condition, genetic information, veteran status, gender, sex, or sexual orientation.",3.1,"Oakland Unified School District
3.1","Oakland, CA",-1,5001 to 10000 Employees,-1,School / School District,K-12 Education,Education,$500 million to $1 billion (USD),-1,0,54000,96000,75000.0,Oakland Unified School District,CA,-1,0,0,1,0,0,1,0,0,5909,na
744,Data and Business Analyst,$55K-$101K (Glassdoor est.),"Mail your resume @ hiring@gssinfotech.com
Qualification: Bachelor’s degree in Engineering, Computer Science or its equivalent.

Location: Glastonbury, CT

Job Duties:
Influence business decisions at an Executive management level by building Operational and Reporting Dashboards assessing new project implementations such as promotions and hence increase bottom line.
Act as a bridge between the IT and business teams in order to better structure the data within the company for maximum actionable intelligence through Agile methodology.
Develop technical specifications of ETL process flow.
Developed coding guidelines, application design code and reusable frameworks utilizing a thorough understanding of Alteryx, SQL Workbench, Power BI, DAX, tableau and Microsoft office suite.
Design the Source – Target mappings and involved in designing the Selection Criteria document.
Work on design and development of data mappings, workflows to load data into staging area, data warehouse and data marts in Azure Data lake service.
Use Alteryx Designer to create mappings, sessions and workflows for populating the data into dimension, fact, and lookup tables simultaneously from different source systems.
Gather and clarify requirements with business architect to feed into high-level customization design, development and installation phases.
Generating unit test cases and system test cases for validations.
Co-ordinate with Business Analysts peers and source developer for performing data analysis and gathering business requirements.
Work extensively with variables and parameter files in the mapping and in the session to pass the value and to control the environment and source, target information.
Participate in daily agile stand up meetings for resolving defects found in testing the new and existing reports/ dashboards.
Conduct weekly sprint meetings to prioritize the design, development and defect fixing tasks within team.

Travel Required: Required travel/relocation throughout the U.S.",3.6,"GSS Infotech
3.6","Glastonbury, CT",-1,501 to 1000 Employees,1999,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0,55000,101000,78000.0,GSS Infotech,CT,21,0,1,0,0,1,0,0,1,1995,na
745,Data Quality Analyst (Baldwin Co),$35K-$61K (Glassdoor est.),"Are you ready to take the next step in your career? Do you want to do meaningful work that improves quality of life? At Tetra Tech, you will work with high-performing teams who are passionate about using their expertise to find solutions to complex problems in water, environment, infrastructure, resource management, energy, and international development.

Summary:

Tetra Tech specializes in the recovery of communities after being significantly impacted by disasters or weather events. We are currently hiring Data Analysts. Employees in these positions are responsible for managing field data and documentation. The Data Quality Analyst performs Quality Assurance and Quality Control (QA/QC) checks on field data and provides the project manager with regular updates regarding project metrics.

Responsibilities:

Gathers preliminary information for database setup at the outset of a project

Reviews and understands project contracts for the purposes of contactor billings

Reviews automated reports and provides them to the Project Manager or distribution group

Quality assurance and quality control of project data

Generating daily reports in regard to project metrics, work completion, and cost
Strong computer skills
Must have strong written and verbal communication skills
Ability to work under pressure and meet deadlines
Self-motivated and highly organized with high-level attention to detail and ability to multi-task
Investigative and problem solving skills
May be required to work long hours
May require background check
About Tetra Tech:

Tetra Tech is a leading provider of high-end consulting and engineering services for projects worldwide. We combine the resources of a global, multibillion dollar company with local, client-focused delivery in more than 400 locations around the world. We are Leading with Science® to provide sustainable and resilient solutions for our clients.

At Tetra Tech, we provide a collaborative environment that supports individual performance, innovation, and creativity.

For more information on our company, please visit our website at www.tetratech.com. To apply, please submit your resume and cover letter on the Careers portion of our website at www.tetratech.com/careers.

We thank all applicants for their interest; however only those selected for an interview will be contacted. Tetra Tech is committed to creating a diverse environment and is proud to be an Equal Opportunity Employer. We invite resumes from all interested parties including women, minorities, veterans and persons with disabilities.

Tetra Tech is a VEVRAA federal contractor and we request priority referral of veterans for available positions.

EOE AA M/F/Vet/Disability - No calls or agencies

Additional Information



Organization: 105 TDR",3.7,"Tetra Tech
3.7","Daphne, AL",-1,10000+ Employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),-1,0,35000,61000,48000.0,Tetra Tech,AL,54,0,0,0,0,0,0,0,0,2772,na
746,Data Analyst,$48K-$87K (Glassdoor est.),"Data Analyst
Location


TX - Fort Sam Houston

Job Code

7018

# of openings

1

Apply Now

Laulima Government Solutions, LLC is looking for a qualified Data Analyst to support the U.S. Army Institute of Surgical Research (USAISR) at Fort Sam Houston, TX.

JOB DESCRIPTION:
Provides reporting capability and data analysis utilizing data from the Extremity Trauma and Amputation Center of Excellence-Registry (EACE-R) and Department of Defense Trauma Registry/Military Orthopaedic Trauma Registry (DoDTR/MOTR).
Run queries on the EACE-Registry data. Produce standard weekly and monthly reports on the EACE’s population of interest. Respond to ad hoc data requests for information as approved by the EACE Director.
Extract, manipulate, analyze and array data for easy understanding.
Develop, modify, or provide input to data analytics project plans, and implements project plans to meet or exceed objectives.
Run periodic integrity checks and analyze results to identify areas to address which serves to ensure data is accurate.
Identify gaps in data comparisons between the databases.
Provide presentations or briefings on all aspects of the data analysis
Maintain analytics project SharePoint libraries providing versioning and historical background on project-related documents.
Implement or maintain quality control processes with the goal of maintaining high fidelity data in the databases.
Make improvements, solve problems, or take corrective action when problems arise.
Adhere to applicable data information and data release standard operating procedures.
Provide analytic support and coaching with clinical community customers to more completely identify the appropriate data elements to answer the research question or performance improvement queries.
Manage all access requests and coordinate with leadership for approval.
REQUIRED SKILLS AND EXPERIENCE:
Must have at least 4 years of experience.
Possess current familiarization in Microsoft C# application and SQL.
Demonstrate proficiency in highly advanced MS Excel skills and be an expert in constructing and manipulating pivot tables to collate and array data.
Must Be a US Citizen.
DESIRED SKILLS:
Health data analytics experience is a plus.
DEGREE/EDUCATION/CERTIFICATION REQUIREMENT:
BS degree in Computer Science, Computer Engineering or related field.
CITIZENSHIP/SECURITY CLEARANCE REQUIREMENTS:
Currently have a NACI background investigation or able to obtain and maintain.
Laulima Government Solutions, LLC is a fast-growing government service provider. Employees enjoy competitive salaries; a 401K plan with company match; medical, dental, disability, and life insurance coverage; tuition reimbursement; paid time off; and 10 paid holidays. Laulima Government Solutions, LLC is proud to be an equal opportunity employer.

We are an Equal Opportunity/Affirmative Action Employer of individuals with disabilities and veterans. We are proud to state that we do not discriminate in employment decisions on the basis of race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. If you are a person with a disability and you need an accommodation during the application process, please click here to request accommodation. We E-Verify all employees.

The Alaka`ina Foundation Family of Companies (FOCs) is comprised of industry-recognized government service firms designated as Native Hawaiian Organization (NHO)-owned and 8(a) certified businesses. The Family of Companies (FOCs) includes Ke`aki Technologies, Laulima Government Solutions, Kūpono Government Services, and Kapili Services, Po`okela Solutions, Kīkaha Solutions, LLC, and Pololei Solutions, LLC. Alaka`ina Foundation activities under the 501(c)3 principally benefit the youth of Hawaii through charitable efforts which includes providing innovative educational programs that combine leadership, science & technology, and environmental stewardship.

For additional information, please visit www.alakainafoundation.com

#Monster",3.5,"Ke`aki Technologies, LLC
3.5","Fort Sam Houston, TX",-1,1001 to 5000 Employees,-1,Contract,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1,0,48000,87000,67500.0,"Ke`aki Technologies, LLC",TX,-1,0,1,0,0,0,1,0,0,4045,na
